col_1,col_2,col_3,col_4,col_5,col_6,date
117,0.571180706407304,1.2824952652147783,3,12,1.2824952652147783,2021-03-01
118,0.5227189772967987,0.5900537240466583,5,12,0.5900537240466583,2021-02-01
119,0.7046383020358614,1.4583381745646995,2,12,1.4583381745646995,2021-02-01
120,0.9206102078736036,1.874842154974174,1,12,1.874842154974174,2021-03-01
121,0.35387644313119704,0.47774850137794067,5,12,0.47774850137794067,2021-02-01
122,0.05050457027967836,0.647989009506017,2,12,0.647989009506017,2021-02-01
123,0.05328508040606006,1.0044619394922272,3,12,1.0044619394922272,2021-03-01
124,0.4594125182928047,0.566787475817226,1,12,0.566787475817226,2021-03-01
125,0.058011160319620725,0.6343203727790891,4,12,0.6343203727790891,2021-02-01
126,0.5308470349228536,1.400933024673308,5,12,1.400933024673308,2021-02-01
127,0.6186909155633458,1.3802078878276793,5,12,1.3802078878276793,2021-03-01
128,0.7860232474272523,1.3162274705967496,2,12,1.3162274705967496,2021-02-01
129,0.9882030493976673,1.8886103070730837,3,12,1.8886103070730837,2021-02-01
130,0.25172930652329295,0.9655251117105837,1,12,0.9655251117105837,2021-03-01
131,0.03712144240677406,0.2962718171119183,1,12,0.2962718171119183,2021-02-01
132,0.8010254533792786,1.7302166187009322,1,12,1.7302166187009322,2021-01-01
133,0.8517851227882657,1.6965005576104275,1,12,1.6965005576104275,2021-01-01
134,0.04962784196909942,1.0094778763154717,5,12,1.0094778763154717,2021-03-01
135,0.8735920154297453,1.5018833518891364,3,12,1.5018833518891364,2021-03-01
136,0.6800233219636506,1.66708036707379,3,12,1.66708036707379,2021-02-01
137,0.1848681274898688,0.827958393420219,3,12,0.827958393420219,2021-02-01
138,0.8714302715196542,1.6140637915065015,2,12,1.6140637915065015,2021-01-01
139,0.7313822771822754,1.3415622311187931,3,12,1.3415622311187931,2021-01-01
140,0.09058389846843395,1.012205383631294,3,12,1.012205383631294,2021-02-01
141,0.24996926542602116,0.36434352461360475,2,12,0.36434352461360475,2021-03-01
142,0.7553740535362965,1.149738378490301,2,12,1.149738378490301,2021-02-01
143,0.3300269404238124,0.6099871144393666,2,12,0.6099871144393666,2021-01-01
144,0.9107652447116594,1.8772237670593093,2,12,1.8772237670593093,2021-03-01
145,0.07566170679953266,1.0370657467666498,2,12,1.0370657467666498,2021-01-01
146,0.9854243720371741,1.1977696775229743,1,12,1.1977696775229743,2021-01-01
147,0.6820019861105977,1.2606013449963505,3,12,1.2606013449963505,2021-01-01
148,0.5422801970642329,0.9792457868506592,4,12,0.9792457868506592,2021-01-01
149,0.9527848846068359,1.227528714502149,5,12,1.227528714502149,2021-02-01
150,0.5481706316886993,0.641025496832981,3,12,0.641025496832981,2021-02-01
151,0.830878551509888,1.6038400373602442,3,12,1.6038400373602442,2021-03-01
152,0.10122776695700153,0.9462734159594521,3,12,0.9462734159594521,2021-01-01
153,0.5553845686171063,0.936386714167019,5,12,0.936386714167019,2021-03-01
154,0.6851252261050408,1.4597996490064329,4,12,1.4597996490064329,2021-03-01
155,0.14857769554342382,0.9804640784429782,1,12,0.9804640784429782,2021-02-01
156,0.8748127314363942,1.298791678074143,4,12,1.298791678074143,2021-03-01
157,0.017862757532037254,0.7363753925646742,4,12,0.7363753925646742,2021-03-01
158,0.34514403401908245,0.9921590887820821,4,12,0.9921590887820821,2021-02-01
159,0.28543883037419915,0.6918108476277407,1,12,0.6918108476277407,2021-03-01
160,0.7814653254352778,1.1102939729191212,1,12,1.1102939729191212,2021-02-01
161,0.8573882992439827,1.417033347041428,1,12,1.417033347041428,2021-03-01
162,0.5475909548851704,1.3916672012518296,1,12,1.3916672012518296,2021-02-01
163,0.16501998307562382,1.0772251903160384,5,12,1.0772251903160384,2021-02-01
164,0.44506598938685116,0.5041313025508676,5,12,0.5041313025508676,2021-02-01
165,0.2552692803927338,0.3377796877642937,5,12,0.3377796877642937,2021-03-01
166,0.8445257412054649,1.6661001450564448,4,12,1.6661001450564448,2021-03-01
167,0.739229345584369,1.1342940391437972,1,12,1.1342940391437972,2021-02-01
168,0.7511481470862555,1.690002550906291,1,12,1.690002550906291,2021-02-01
169,0.3576005588521787,0.385624116090426,5,12,0.385624116090426,2021-03-01
170,0.6619602170683109,1.4647509113408523,1,12,1.4647509113408523,2021-03-01
171,0.33351980890103816,1.1653765263910816,1,12,1.1653765263910816,2021-01-01
172,0.8673799392379358,1.3443871310833457,5,12,1.3443871310833457,2021-01-01
173,0.09283487470118146,0.31678820904118754,2,12,0.31678820904118754,2021-02-01
174,0.9884712213360509,1.8576116222566257,1,12,1.8576116222566257,2021-02-01
175,0.8075853232422672,1.5842430246867285,4,12,1.5842430246867285,2021-02-01
176,0.30895165836515215,0.5967595039125677,3,12,0.5967595039125677,2021-01-01
177,0.020916472761770444,0.5925398842785624,4,12,0.5925398842785624,2021-01-01
178,0.2615948027192274,0.34516793162682247,2,12,0.34516793162682247,2021-01-01
179,0.5178024845227087,0.773865576949944,1,12,0.773865576949944,2021-02-01
180,0.2673791166502727,1.255107363624417,2,12,1.255107363624417,2021-03-01
181,0.8764498484665424,1.631761512835478,3,12,1.631761512835478,2021-02-01
182,0.461221675063472,1.2969408857176516,2,12,1.2969408857176516,2021-03-01
183,0.5351406562017291,0.8141228799909832,3,12,0.8141228799909832,2021-03-01
184,0.002876857901287222,0.8036322455742286,3,12,0.8036322455742286,2021-03-01
185,0.9639700305771456,1.8697674927399253,2,12,1.8697674927399253,2021-01-01
186,0.04569172222612983,0.6281019757297768,3,12,0.6281019757297768,2021-03-01
187,0.13568738741426667,0.7306146135816307,1,12,0.7306146135816307,2021-03-01
188,0.7257477840414894,1.4147082177768726,4,12,1.4147082177768726,2021-01-01
189,0.4807894405594175,1.1478827382632049,2,12,1.1478827382632049,2021-01-01
190,0.9942061331138424,1.2029794655263228,4,12,1.2029794655263228,2021-02-01
191,0.3041548567293897,0.5973917288866537,3,12,0.5973917288866537,2021-02-01
192,0.3453437580556712,1.1516150508421554,2,12,1.1516150508421554,2021-03-01
193,0.5260107220531247,0.8361725419839948,2,12,0.8361725419839948,2021-01-01
194,0.9660284036300453,1.6561018741312745,5,12,1.6561018741312745,2021-02-01
195,0.5014390158875803,0.6492357092674189,3,12,0.6492357092674189,2021-02-01
196,0.7756332314871648,1.7001736275546255,5,12,1.7001736275546255,2021-03-01
197,0.9816956885450967,1.9663673419531529,2,12,1.9663673419531529,2021-02-01
198,0.4513088677179399,1.016179932440148,2,12,1.016179932440148,2021-03-01
199,0.8040642714329491,1.7952147496637858,3,12,1.7952147496637858,2021-03-01
200,0.46278967072398713,1.2235712043264104,5,12,1.2235712043264104,2021-01-01
201,0.3161227147111738,0.9328616545767203,4,12,0.9328616545767203,2021-01-01
202,0.10562789213220702,0.753178733224399,4,12,0.753178733224399,2021-02-01
203,0.46211763823424823,0.6567308761376333,3,12,0.6567308761376333,2021-03-01
204,0.577075327165218,0.6992126982360614,1,12,0.6992126982360614,2021-03-01
205,0.7631817874384129,0.9284645288045618,5,12,0.9284645288045618,2021-03-01
206,0.37758005618744694,1.0403148679140681,4,12,1.0403148679140681,2021-03-01
207,0.51942387536197,0.8061376891532747,5,12,0.8061376891532747,2021-01-01
208,0.5491001625752426,1.3034334942191381,2,12,1.3034334942191381,2021-02-01
209,0.808656493430578,1.7717240252100228,4,12,1.7717240252100228,2021-03-01
210,0.8953041342355312,1.361905001271762,3,12,1.361905001271762,2021-01-01
211,0.5631862215519963,1.1227532721900915,4,12,1.1227532721900915,2021-03-01
212,0.5503213416739184,1.3830480760546089,1,12,1.3830480760546089,2021-01-01
213,0.30388702526593947,0.9157060181636799,4,12,0.9157060181636799,2021-02-01
214,0.4090133477638416,0.6100755447928153,4,12,0.6100755447928153,2021-03-01
215,0.3206628022344816,0.48560573874524715,5,12,0.48560573874524715,2021-01-01
216,0.04437133775056745,0.6789846730190098,4,12,0.6789846730190098,2021-02-01
217,0.018521000616867456,0.6113402608675844,1,12,0.6113402608675844,2021-02-01
218,0.2962205057381778,0.39126615854045665,3,12,0.39126615854045665,2021-03-01
219,0.013698299035650785,0.7732030745158555,2,12,0.7732030745158555,2021-02-01
220,0.8168213398935505,1.3415056782123636,4,12,1.3415056782123636,2021-01-01
221,0.7261084558156308,1.1449629744059309,3,12,1.1449629744059309,2021-03-01
222,0.4061223410112319,1.1487905420465285,2,12,1.1487905420465285,2021-03-01
223,0.17685721986267466,1.0913230245916714,2,12,1.0913230245916714,2021-03-01
224,0.8206011351030352,1.2562913217529277,1,12,1.2562913217529277,2021-02-01
225,0.14135863404878046,0.7150808853789614,3,12,0.7150808853789614,2021-03-01
226,0.8720729100629498,1.343414016694728,1,12,1.343414016694728,2021-01-01
227,0.13858256459327722,0.2959177167647119,2,12,0.2959177167647119,2021-03-01
228,0.08079072781153274,0.08478886257493112,2,12,0.08478886257493112,2021-03-01
229,0.409940950964242,1.1398695551129814,1,12,1.1398695551129814,2021-03-01
230,0.6745014040354554,1.103354679568171,2,12,1.103354679568171,2021-02-01
231,0.052959997790127056,0.05977723331984963,3,12,0.05977723331984963,2021-02-01
232,0.8876340208144554,1.543196189972505,2,12,1.543196189972505,2021-02-01
233,0.802796848364074,1.2913081121332022,5,12,1.2913081121332022,2021-01-01
234,0.21846771873340431,0.3857394270208164,5,12,0.3857394270208164,2021-01-01
235,0.8624744320425748,1.3046285064655783,1,12,1.3046285064655783,2021-02-01
236,0.6218229298034675,1.0887477267770733,2,12,1.0887477267770733,2021-01-01
237,0.13830489343601315,0.6825960961413006,5,12,0.6825960961413006,2021-01-01
238,0.6485479803459806,0.885386436937356,2,12,0.885386436937356,2021-01-01
239,0.9806482760266164,1.729208076823905,3,12,1.729208076823905,2021-02-01
240,0.002108987146881125,0.13014338513709933,3,12,0.13014338513709933,2021-02-01
241,0.766951274050829,1.1499713303493526,5,12,1.1499713303493526,2021-02-01
242,0.5696853416388821,1.144892367127194,1,12,1.144892367127194,2021-02-01
243,0.24166796256970768,0.6185706660199949,3,12,0.6185706660199949,2021-01-01
244,0.009455927178289802,0.6147774142362686,4,12,0.6147774142362686,2021-01-01
245,0.3995041716829071,0.8851065036475865,5,12,0.8851065036475865,2021-03-01
246,0.8398756278151105,1.6360518747758184,1,12,1.6360518747758184,2021-02-01
247,0.6552204292192536,1.4762048126961853,3,12,1.4762048126961853,2021-02-01
248,0.8859745561177964,1.6077288369558966,2,12,1.6077288369558966,2021-01-01
249,0.18430117892332032,0.6339319560763991,3,12,0.6339319560763991,2021-02-01
250,0.3224837086397836,0.6781878071250165,3,12,0.6781878071250165,2021-01-01
251,0.46425983809419513,1.1164913125000484,2,12,1.1164913125000484,2021-02-01
252,0.24201111101628092,0.7428626607983931,1,12,0.7428626607983931,2021-02-01
253,0.9949847886668203,1.6287538730397237,3,12,1.6287538730397237,2021-03-01
254,0.8857221828721897,1.763156847426221,2,12,1.763156847426221,2021-02-01
255,0.3565043174057332,0.6456914472757798,5,12,0.6456914472757798,2021-01-01
256,0.6357814478861427,0.8819067566734375,2,12,0.8819067566734375,2021-02-01
257,0.4994078126228826,0.565365806600366,3,12,0.565365806600366,2021-01-01
258,0.007733649477164151,0.49006269072202935,2,12,0.49006269072202935,2021-01-01
259,0.9926860061640455,1.2094303386184149,3,12,1.2094303386184149,2021-03-01
260,0.6766850868446006,0.7095681907622499,5,12,0.7095681907622499,2021-03-01
261,0.32696828885946816,0.39182354311606093,4,12,0.39182354311606093,2021-01-01
262,0.018515834941215004,0.5699479385438844,1,12,0.5699479385438844,2021-02-01
263,0.4547435633948689,0.6333917062878353,4,12,0.6333917062878353,2021-02-01
264,0.2595528961772229,0.3381809191253652,5,12,0.3381809191253652,2021-03-01
265,0.4433067362244225,0.8749448596671322,1,12,0.8749448596671322,2021-03-01
266,0.6968747521207573,0.7957341040743969,3,12,0.7957341040743969,2021-01-01
267,0.10509024746291928,0.35132796953976086,2,12,0.35132796953976086,2021-01-01
268,0.25725143639824,0.2844305512933323,4,12,0.2844305512933323,2021-01-01
269,0.48363326444669685,1.3470591671467247,2,12,1.3470591671467247,2021-03-01
270,0.20888783338194838,0.2740975814724811,3,12,0.2740975814724811,2021-03-01
271,0.33021875040431314,0.9570356110794859,4,12,0.9570356110794859,2021-02-01
272,0.634611163740634,0.763030841370731,5,12,0.763030841370731,2021-03-01
273,0.6646410741894927,0.7215695803219571,5,12,0.7215695803219571,2021-01-01
274,0.25693080850796945,1.0918521782828732,5,12,1.0918521782828732,2021-01-01
275,0.39802901416471725,0.8500909175372733,4,12,0.8500909175372733,2021-03-01
276,0.15172644721220152,0.2633049076266831,4,12,0.2633049076266831,2021-02-01
277,0.13905667029148927,0.23302514958633824,1,12,0.23302514958633824,2021-02-01
278,0.039044732489861844,0.49119012800464235,3,12,0.49119012800464235,2021-01-01
279,0.5491878244459405,0.7097045208621949,2,12,0.7097045208621949,2021-01-01
280,0.5454843095651734,0.7991831701630588,5,12,0.7991831701630588,2021-01-01
281,0.6963862050743488,1.4911797512236504,3,12,1.4911797512236504,2021-02-01
282,0.991202791044974,1.168695294454527,2,12,1.168695294454527,2021-02-01
283,0.6503734570770291,0.9385088578242053,3,12,0.9385088578242053,2021-01-01
284,0.5406040883576599,0.8599965510771256,4,12,0.8599965510771256,2021-01-01
285,0.8717775837605914,0.8932892134039445,5,12,0.8932892134039445,2021-01-01
286,0.4271792440398613,1.1982781423187727,2,12,1.1982781423187727,2021-03-01
287,0.39889700959163,1.1675856661761563,3,12,1.1675856661761563,2021-01-01
288,0.41819183516405667,1.1546055445793382,3,12,1.1546055445793382,2021-02-01
289,0.7584617856081449,1.7506050731014304,3,12,1.7506050731014304,2021-03-01
290,0.3865877300103818,0.7273561731386793,4,12,0.7273561731386793,2021-01-01
291,0.903151352135743,1.333040913004833,3,12,1.333040913004833,2021-03-01
292,0.4871020725409544,1.033685844237367,4,12,1.033685844237367,2021-02-01
293,0.3601733338781855,0.577954695775256,3,12,0.577954695775256,2021-01-01
294,0.40317130871379414,0.761284593651936,3,12,0.761284593651936,2021-01-01
295,0.15439026630023223,0.23210660345275813,2,12,0.23210660345275813,2021-01-01
296,0.18936969591576513,0.36179213359143036,1,12,0.36179213359143036,2021-02-01
297,0.9293566221703303,0.9585697321710466,1,12,0.9585697321710466,2021-02-01
298,0.6733356272759309,1.3839230174607438,4,12,1.3839230174607438,2021-02-01
299,0.045093842484310254,0.09844430377675106,3,12,0.09844430377675106,2021-03-01
300,0.7693805023095364,0.8438325915288427,1,12,0.8438325915288427,2021-02-01
301,0.7188509355640516,1.4748149190135584,2,12,1.4748149190135584,2021-01-01
302,0.22170305832407367,1.1759600384808997,4,12,1.1759600384808997,2021-03-01
303,0.07422982970251335,0.7733832331387848,1,12,0.7733832331387848,2021-02-01
304,0.4808762697761,0.5813299735349687,1,12,0.5813299735349687,2021-02-01
305,0.33800898836729454,1.069030326939817,4,12,1.069030326939817,2021-03-01
306,0.26622666239137016,0.6587860080887438,4,12,0.6587860080887438,2021-01-01
307,0.354512898851438,1.2336370821592761,5,12,1.2336370821592761,2021-01-01
308,0.06752433533727131,0.17848832214959054,4,12,0.17848832214959054,2021-03-01
309,0.9079925760479157,1.3058670310095035,3,12,1.3058670310095035,2021-01-01
310,0.3674302479106475,0.3973534471765513,3,12,0.3973534471765513,2021-01-01
311,0.9687010132658752,1.5147364902450224,4,12,1.5147364902450224,2021-01-01
312,0.2886635610970494,0.3579554753263936,1,12,0.3579554753263936,2021-03-01
313,0.8983664145403996,1.5155097452980573,4,12,1.5155097452980573,2021-01-01
314,0.49662951501148944,1.4354084433777299,5,12,1.4354084433777299,2021-01-01
315,0.5912586464949244,0.6614957330886773,3,12,0.6614957330886773,2021-03-01
316,0.011500014210275356,0.2760647188177523,1,12,0.2760647188177523,2021-02-01
317,0.757661439328174,1.1534142139818342,2,12,1.1534142139818342,2021-02-01
318,0.11406123845160743,1.0160921670856413,1,12,1.0160921670856413,2021-03-01
319,0.21406654253094737,0.9667398259515648,5,12,0.9667398259515648,2021-02-01
320,0.24046933823661887,0.7168769616648771,1,12,0.7168769616648771,2021-02-01
321,0.04554272541622384,0.990716126047381,1,12,0.990716126047381,2021-01-01
322,0.08843318972616254,0.1883670168549998,4,12,0.1883670168549998,2021-03-01
323,0.8195361697555793,1.7653266208037706,1,12,1.7653266208037706,2021-01-01
324,0.059965451823732696,0.5158989757321636,1,12,0.5158989757321636,2021-01-01
325,0.08425381490995931,0.2064104545876858,4,12,0.2064104545876858,2021-03-01
326,0.24928491575028022,0.7605729537480908,1,12,0.7605729537480908,2021-02-01
327,0.6109797481157498,1.1512771123565635,4,12,1.1512771123565635,2021-01-01
328,0.8279589652516997,0.9760863330925228,4,12,0.9760863330925228,2021-01-01
329,0.8192048304339242,1.426041294275649,5,12,1.426041294275649,2021-02-01
330,0.9447716148663285,1.443737569555343,2,12,1.443737569555343,2021-02-01
331,0.6460389764097758,0.8047850561620901,1,12,0.8047850561620901,2021-03-01
332,0.48949484040785485,1.4742397166677803,4,12,1.4742397166677803,2021-02-01
333,0.6835534173203027,1.5606751766990723,4,12,1.5606751766990723,2021-01-01
334,0.570451143262382,1.3664249594091822,3,12,1.3664249594091822,2021-03-01
335,0.10704701203328526,0.8211625955091529,2,12,0.8211625955091529,2021-01-01
336,0.829676564867147,1.4398441227604901,4,12,1.4398441227604901,2021-02-01
337,0.9773497437322528,1.8215866958719626,3,12,1.8215866958719626,2021-01-01
338,0.1520636022761832,0.9057503036511291,3,12,0.9057503036511291,2021-02-01
339,0.3869269013803238,0.7151828859803412,3,12,0.7151828859803412,2021-03-01
340,0.44598621523203597,0.8862504692120343,5,12,0.8862504692120343,2021-01-01
341,0.16324088252280267,0.7768356174165567,3,12,0.7768356174165567,2021-01-01
342,0.8708945839553277,1.3546411928164057,2,12,1.3546411928164057,2021-02-01
343,0.23097808457487956,0.6231189793855199,4,12,0.6231189793855199,2021-02-01
344,0.382013119324791,1.094398956275132,4,12,1.094398956275132,2021-02-01
345,0.2398963088251439,0.6488349316914906,4,12,0.6488349316914906,2021-01-01
346,0.19243896992483145,0.9111955202335753,4,12,0.9111955202335753,2021-02-01
347,0.5793776958037439,0.7275532207614137,3,12,0.7275532207614137,2021-03-01
348,0.6921524667318252,0.8885842876766993,3,12,0.8885842876766993,2021-03-01
349,0.1629063655839773,0.5405853003655351,1,12,0.5405853003655351,2021-01-01
350,0.9898155399483115,1.0679732750514104,5,12,1.0679732750514104,2021-03-01
351,0.7602299969213513,0.8368917892126913,3,12,0.8368917892126913,2021-01-01
